1765	NULL	10	126557	Ian	Allen	55	8	1	6.05	320	7/22/1978	Newark, NJ	Purdue	2	2	4
1767	140922	10	108267	Fred	Russell	35	2	1	5.08	190	9/14/1980	Romulus, MI	Iowa	1	1	4
1769	NULL	10	0	Kevin	House	0	11	1	NULL	0	NULL	NULL	South Carolina	0	0	4
1771	339311	1	157865	Jovan	Olafioye	63	8	1	6.06	325	12/16/1987	Detroit, MI	North Carolina Central	6	6	3
1773	81102	10	114076	Ron	Johnson	83	4	1	6.02	225	5/23/1980	Detroit, MI	Minnesota	1	1	4
1775	NULL	10	0	Steve	Sciullo	0	9	1	6.05	320	8/27/1980	Pittsburgh, PA	Marshall	1	1	4
1777	NULL	30	0	A	A	94	14	1	6.02	239	2/7/1983	East Chicago, IL	Indiana State	2	2	4
1779	162737	10	126860	Jazzman	Williams	10	11	0	NULL	0	NULL	NULL	Boston College	1	1	4
1781	NULL	10	0	David	Dixon	36	13	1	6.02	235	2/14/1985	Beaumont, Texas	Hutchinson CC	1	1	4
1783	NULL	10	119638	Kahlil	Hill	17	5	1	6.02	200	3/18/1979	Richmond, MI	Iowa	1	4	4
1785	157208	11	121371	Barrick	Nealy	17	1	1	6.05	220	8/7/1983	Dallas, TX	Texas State (San Marcos)	4	4	3
1787	NULL	10	116951	Zach	Norton	34	10	1	6	184	11/19/1981	Ft. Lauderdale	Cincinnati	1	1	4
1789	83736	10	87956	Eric	Wilson	69	15	1	6.04	300	1/30/1978	Monroe, MI	Michigan	4	7	NULL
1791	NULL	10	0	Neil	Fulgueras	0	3	0	5.11	230	1/16/1980	Port Coquitlam, BC	Manitoba	1	1	4
1793	252854	10	115041	Ashlan	Davis	1	5	1	5.08	179	2/15/1983	Mesquite, TX	Tulsa	3	3	4
1795	NULL	10	0	Mark	Simmons	0	4	1	5.11	185	1/16/1984	St. Louis Park, MN	Kansas	1	1	4
1797	214190	10	130618	Matt	Clark	2	11	1	5.09	190	1/18/1983	Paicoma, CA	UCLA	1	1	4
1799	248031	1	143283	Rolly	Lumbala	46	3	0	6.02	238	1/30/1986	Libreville, Gabon	Idaho	8	8	3
1801	NULL	10	0	Kevin	Timothee	43	11	1	5.11	191	11/30/1981	Rockland County, NY	Florida International	1	1	4
1803	NULL	10	0	Bernard	Holsey	91	15	1	6.02	286	10/10/1973	Cave Spring, GA	Duke	1	1	4
1805	386718	10	135414	Warren	Kean	16	16	0	6.01	200	6/21/1984	Dundas, ON	Concordia	2	3	4
1807	NULL	10	0	Patrick	Bugg	84	4	1	6.05	215	5/1/1984	Harrodsburg, KY	Eastern Kentucky	1	1	4
1809	158004	10	122633	Shannon	James	37	13	1	5.1	205	12/28/1983	Bridgeport, CT	Massachusetts	2	6	3
1811	134077	10	120386	Brandon	Haw	4	11	1	6	198	8/19/1980	Cheverly, MD	Rutgers	1	1	4
1813	NULL	10	0	Lynaris	Elpheage	0	10	1	NULL	0	NULL	NULL	NULL	0	0	4
1815	NULL	10	0	Russell	Green	44	13	1	NULL	0	NULL	NULL	NULL	0	0	4
1817	NULL	10	0	Abdual	Howard	0	11	1	6	209	1/27/1979	Quincy, FL	Florida State	1	1	4
1819	NULL	10	0	Tony	Stubbs	45	13	1	NULL	0	NULL	NULL	NULL	0	0	4
1821	NULL	10	0	Deion	Holts	43	14	1	NULL	0	NULL	NULL	NULL	0	0	4
1823	NULL	10	0	Tony	Akpan	97	14	1	6.06	282	7/23/1982	Akwa-Ibom, Nigeria	Hawaii	1	1	4
1825	NULL	10	0	Randy	McAuley	34	2	0	5.1	195	10/1/1984	London, ON	Western Ontario	1	1	4
1827	NULL	10	0	Tyjuan	Massey	83	4	0	NULL	0	NULL	NULL	NULL	0	0	4
1829	NULL	12	NULL	Jeffrey	Hecht	24	13	0	5.1	202	4/24/1985	Edmonton, AB	Saint Mary's	1	1	3
1831	184777	11	110078	Willie	Pile	10	13	1	6.03	210	5/25/1980	New York, NY	Virginia Tech	6	6	3
1833	245938	10	127573	Chijioke	Onyenegecha	16	11	1	6'2	215	3/15/1983	El Sobrante, CA	Oklahoma	1	2	3
1835	NULL	10	0	Travis	Glasford	31	2	1	NULL	0	NULL	NULL	NULL	0	0	4
1837	NULL	10	0	R.J.	Oliver	11	11	1	5.09	178	4/22/1984	Columbus, OH	Arizona State	1	1	4
1839	NULL	10	0	E.Z.	Smith	50	7	0	NULL	0	NULL	NULL	NULL	0	0	4
1841	NULL	10	0	Christopher	Milo	7	17	0	5.1	183	11/2/1986	Montr?al, QC	St. L?onard Jr.	1	1	4
1843	NULL	10	0	Jesse	Palmer	7	1	0	6.02	225	5/10/1978	Nepean, ON	Florida	1	1	4
1845	251149	10	115715	Antonio	Hall	58	9	1	6.04	290	3/28/1982	Canton, OH	Kentucky	1	4	3
1847	NULL	10	NULL	Ryan	McFoy	32	11	1	6.01	210	7/29/1988	Pomona, CA	Arizona State	1	1	3
1849	544607	9	158149	Kristian	Matte	51	7	0	6.04	296	9/3/1985	St. Hubert, QC	Concordia	3	3	3
1851	NULL	10	0	Cody	Hodges	10	1	1	6.02	210	11/20/1982	Hereford, TX	Texas Tech	1	1	4
1853	NULL	10	115653	Todd	Mortensen	18	1	1	6.04	225	6/12/1979	Tempe, Arizona	San Diego	1	1	4
1855	NULL	10	0	Robert	Reed	80	4	1	5.1	178	9/1/1980	Dayton, OH	Bowling Green State	1	1	4
1857	141064	10	130302	James	Bethea	29	11	1	6	190	9/24/1982	Reseda, CA	California	2	2	4
1859	NULL	10	0	Carl	Ford	82	4	1	6	182	10/8/1980	Monroe, MI	Toledo	1	1	4
1861	NULL	10	106158	Anthony	Floyd	33	11	1	5.1	199	2/1/1981	Youngstown, OH	Louisville	1	1	4
1863	145829	10	119655	Mondoe	Davis	42	13	1	6.01	235	3/19/1982	NULL	Delaware	1	1	4
1865	158460	NULL	118341	Mark	Estelle	31	10	1	5.09	185	7/29/1981	Compton, CA	Utah State	6	6	NULL
1867	NULL	10	0	Jeremy	Carter	19	4	1	5.11	194	11/20/1979	Durham, NC	East Carolina	1	1	4
1869	NULL	10	0	C.J.	Jones	82	4	1	5.11	188	9/20/1980	Boynton Beach, FL	Iowa	1	1	4
1871	NULL	10	0	Atnas	Maeko	86	4	0	6.02	200	6/23/1980	Mozambique, East Africa	Saint Marys	1	1	4
1873	140965	10	124026	Nate	Curry	84	4	1	5.1	195	3/11/1982	Miami, Florida	Georgia Tech	1	2	4
1875	143707	10	111220	Alain	Kashama	77	14	0	6.04	270	12/8/1979	Montréal, QC	Michigan	1	4	3
1877	143075	10	119583	Robert	Rodriguez	43	13	1	6	235	12/25/1981	El Paso, TX	UTEP	2	2	4
1879	145410	10	107888	Matt	Grootegoed	6	13	1	5.11	215	5/6/1982	Fountain Valley, CA	Southern California	4	4	3
1881	NULL	10	111274	Brendan	Mahoney	19	5	0	6.03	200	4/19/1981	Cochrane, AB	Simon Fraser	1	1	4
1883	251464	10	120320	Lance	Frazier	15	11	1	5.1	192	5/23/1981	Del Ray Beach, FL	West Virginia	7	7	3
1885	NULL	10	0	Dana	Segin	0	16	0	NULL	0	NULL	NULL	Saint Marys	0	0	4
1887	251410	10	119737	Dwight	Anderson	33	11	1	5.11	188	7/5/1981	Spanish Town, Jamaica	South Dakota	1	8	19
1889	171623	10	74873	Marc	Boerigter	89	4	1	6.03	220	5/4/1978	Hastings, Nebraska	Hastings	1	3	4
1891	251486	9	112008	Fred	Stamps	2	5	1	6	188	12/10/1981	New Orleans, LA	Louisiana-Lafayette	1	9	3
1893	NULL	30	0	C	C	48	2	0	5.11	220	1/6/1981	Edmonton, AB	UBC	1	1	4
1895	385980	NULL	131010	Mike	Renaud	9	17	0	6.02	214	5/25/1983	Ottawa, ON	Concordia	6	6	3
1897	NULL	10	0	Wayne	Desmond	12	4	0	6	205	NULL	Montreal, QC	Ottawa	1	1	4
1899	383454	5	157985	Bryant	Turner Jr.	92	15	1	6.02	266	11/25/1987	Mobile, AB	Alabama-Birmingham	5	5	9
1901	NULL	10	0	Brian	Devlin	30	16	0	6	175	7/5/1978	Sarnia, ON	Wilfrid Laurier	1	1	4
1903	NULL	10	0	Ronald	Jones	36	11	1	5.1	188	9/25/1982	NULL	Texas A&M	1	1	4
1905	NULL	10	0	Montrell	Jones	80	4	1	6.01	198	2/27/1982	NULL	Louisville	1	1	4
1907	230970	10	156477	Alex	Buzbee	96	21	1	6.04	266	11/27/1984	Memphis, TN	Georgetown	2	2	3
1909	NULL	10	0	Michael	Nattiel	25	13	1	6	228	8/11/1980	Gainesville, Florida	Florida	1	1	4
1911	386050	10	131504	Bruce	Perry	1	2	1	5.1	200	3/22/1981	Philadelphia, PA	Maryland	1	1	4
1913	NULL	10	0	Malcolm	Postell	0	13	1	6.01	235	3/8/1982	Keyport, New Jersey	Pittsburg	1	1	4
1915	154735	30	119521	Jamacia	Jackson	6	13	1	6.01	210	9/19/1981	Sumter, SC	South Carolina	1	1	4
1917	NULL	10	0	Al	Washington	51	21	1	6.01	280	4/22/1984	Columbus, OH	Boston College	1	1	4
1919	25725	10	131508	Ray	Perryman	24	13	1	6	213	11/27/1978	Phoenix, AZ	Northern Arizona	1	1	4
1921	NULL	10	0	Morris	Virgil	24	11	1	5.1	208	4/5/1983	Chicago, IL	Illinois	1	1	4
1923	75682	11	94061	DeVone	Claybrooks	95	15	1	6.03	300	9/15/1977	Martinsville, OH	East Carolina	3	5	15
1925	NULL	11	34997	Jermaine	Haley	99	21	1	6.03	300	2/23/1973	Fresno, CA	Butte Junior College	1	3	3
1927	596956	2	170193	Anthony	Parker	86	4	0	6.02	217	11/21/1989	Vancouver, BC	Calgary	5	5	3
1929	NULL	10	64689	Winston	October	9	4	0	5.08	170	7/12/1976	NULL	Richmond	0	0	4
1931	NULL	10	0	Michael	Gholar	0	11	1	6.04	0	NULL	NULL	Mississippi State	1	1	4
1933	NULL	10	0	Richard	Smith	0	4	1	5.11	185	7/16/1980	Shreveport, LA	Arkansas	1	1	4
1935	NULL	10	0	Taco	Wallace	86	4	1	6	198	4/14/1981	Los Angeles, CA	Kansas State	1	1	4
1937	NULL	10	72286	Jamel	White	32	2	1	5.09	222	2/11/1978	Los Angeles, CA	South Dakota	1	1	4
1939	NULL	10	0	Jeris	McIntyre	81	4	1	6	203	7/4/1981	Tampa Bay, FL	Auburn	1	1	4
1941	NULL	10	0	Derrick	Gray	76	21	1	6.04	265	11/11/1985	Silver Spring, MD	Texas Southern	1	1	NULL
1943	NULL	10	0	Ray	Williams	13	11	1	6.03	203	11/11/1983	Montego Bay, Jamaica	Purdue	1	1	4
1945	NULL	10	0	Anthony	Plante-Ajah	25	11	0	5.1	196	3/5/1983	Ottawa, ON	Ottawa	0	0	4
1947	226737	10	135422	Jason	Nedd	24	11	0	5.1	196	9/7/1981	St. Hubert, QC	Akron	3	3	3
1949	NULL	10	0	Justin	Amoah	20	11	0	5.09	174	9/23/1983	Mississauga, ON	Brown	0	0	4
1951	NULL	10	0	Jean-Philip	Provencher	27	11	0	5.1	185	8/16/1983	Trois-Rivi?res, QC	Montr?al	0	0	4
1953	NULL	10	0	Travis	Noel	37	11	0	6	220	5/5/1983	Toronto, ON	St. Francis Xavier	1	1	4
1955	NULL	10	0	Maxime	Gagnier	23	11	0	5.08	176	12/19/1982	Trois-Rivi?res, QC	Montr?al	0	0	4
1957	NULL	10	0	Tyrone	Roue	30	11	0	5.1	206	2/28/1985	Dartmouth, NS	Saint Marys	0	0	4
1959	NULL	30	0	a	a	36	11	1	5.09	178	6/14/1985	Richmond, BC	British Columbia	2	2	4
1961	386783	10	136028	Yves	Hercule	14	13	0	6.02	195	9/10/1981	Roxboro, QC	Laval	2	2	4
1963	NULL	10	0	Jesse	Card	21	11	0	5.1	174	11/8/1983	Ottawa, ON	McMaster	0	0	4
1965	NULL	10	0	George	Polyzois	26	11	0	5.11	188	3/19/1984	Toronto, ON	Toronto	0	0	4
1967	NULL	10	0	Marc	Beswick	21	11	0	6	187	1/23/1983	Vancouver, BC	Saint Marys	0	0	4
1969	286242	2	135423	Corey	Mace	99	21	0	6.03	286	12/22/1985	Vancouver, BC	Wyoming	6	6	9
1971	386715	10	135440	Michael	Jean-Louis	93	15	0	6	280	3/14/1982	Granby, QC	Laval	1	1	4
1973	385992	10	135432	Chris	Van Zeyl	54	25	0	6.06	310	9/4/1983	Fonthill, Ontario	McMaster	3	3	NULL
1975	454305	3	135447	Andrew	Jones	64	9	0	6.03	316	10/29/1982	Toronto, ON	McMaster	2	8	3
1977	NULL	10	0	Simon	Ouellette	96	21	0	6.04	273	9/23/1982	Laval, QC	Montr?al	0	0	4
1979	386788	10	136301	Jeff	Robertshaw	72	14	0	6.03	260	3/27/1983	Hamilton, ON	McMaster	5	5	NULL
1981	NULL	10	0	Tomas	Dolezel	91	21	0	6.03	289	8/13/1984	London, ON	Western Ontario	0	0	4
1983	386792	10	135434	Yannick	Carter	48	13	0	6.01	220	2/5/1984	Pickering, ON	Wilfrid Laurier	3	9	3
1985	454360	10	135444	Éric	Maranda	54	13	0	6.01	235	7/3/1982	St-Georges de Beauce, QC	Laval	1	1	4
1987	NULL	10	0	Justin	Phillips	5	13	0	6.03	232	4/24/1985	Kitchener, ON	Wilfrid Laurier	0	0	4
1989	NULL	10	0	Stephen	Wilson	40	13	0	5.11	195	1/29/1982	Regina, SK	University of Regina	0	0	4
1991	NULL	10	0	Clark	Gates	51	13	0	6.07	235	5/2/1984	Regina, SK	Regina	0	0	4
1993	NULL	10	0	Cheeler	Lindor	52	13	0	5.1	196	9/9/1981	Ottawa, ON	Ottawa	0	0	4
1995	NULL	10	0	Mike	Sheridan	55	13	0	6.02	200	9/14/1984	Mississauga, ON	Ottawa	0	0	4
1997	333489	10	157784	Ray	Fisher	6	4	1	5.09	190	9/12/1987	Cleveland, OH	Indiana	1	1	3
1999	386753	4	135448	Chris	Getzlaf	89	5	0	6.01	208	1/9/1983	Regina, SK	Regina	9	9	3
2001	NULL	30	0	B	S	0	4	0	0	0	NULL	NULL	NULL	NULL	NULL	4
2003	386681	30	135463	Greg	Hetherington	81	5	0	6.04	220	5/10/1983	Toronto, ON	McGill	1	2	4
2005	339932	10	158502	Derek	Douglas	29	11	1	6	185	8/22/1985	Columbus, GA	Tuskegee	1	1	3
2007	NULL	10	0	Andrew	Baechler	80	5	0	5.09	176	1/2/1984	Ayr, ON	Wilfrid Laurier	0	0	4
2009	NULL	10	135868	Yves	Bériault	83	4	0	5.1	166	12/1/1983	Ottawa, ON	Montréal	1	1	4
2011	386505	1	170196	Marco	Iannuzzi	87	4	0	6.01	195	5/21/1987	Calgary, AB	Harvard	5	5	3
2013	454401	NULL	143306	Daryl	Stephenson	30	2	0	6.02	228	10/8/1985	London, ON	Windsor	2	7	NULL
2015	386708	4	136256	Rob	Bagg	6	4	0	6	192	2/3/1985	Kingston, ON	Queen's	8	8	3
2017	386790	NULL	136315	Kyle	Koch	63	6	0	6.02	310	12/10/1984	Kenora, ON	McMaster	1	6	15
2019	386768	10	135425	Eric	Ince	57	9	0	6.04	296	4/4/1981	Vancouver, BC	Saint Marys	1	1	4
2021	NULL	10	0	Ryan	Karhut	60	7	0	6.04	315	9/9/1981	Regina, SK	Manitoba	1	1	4
2023	NULL	10	0	Sean	Brown	52	6	0	6.03	283	1/17/1985	Edmonton, AB	Alberta	1	1	4
2025	NULL	10	0	Kevin	Kelly	63	9	0	6.01	314	9/16/1983	Ottawa, ON	Ottawa	0	0	4
2027	NULL	10	0	Derek	Weber	68	9	0	6.03	261	11/25/1983	Whitby, ON	Saint Marys	0	0	4
2029	NULL	10	0	Sean	O'Donnell	65	9	0	6.03	298	9/19/1984	Nanaimo, BC	Queens	0	0	4
2031	NULL	10	0	Ben	Walsh	67	9	0	6	288	9/18/1985	Vancouver, BC	McGill	0	0	4
2033	NULL	12	NULL	Daud	Semalulu	81	4	0	6.02	215	NULL	Gatineau, QC	Ottawa	1	1	3
2035	NULL	10	143843	Pierre-Luc	Yao	35	2	0	5.1	205	11/4/1982	Quebec, QC	Laval	2	2	3
2037	NULL	10	0	Scott	Stevens	5	2	0	5.11	199	5/10/1985	Moose Jaw, SK	Saskatchewan	0	0	4
2039	616563	5	158368	Michel-Pierre	Pontbriand	39	3	0	6.02	230	3/4/1983	Saint-Sauveur, QC	Laval	5	5	3
2041	386047	7	135662	Andre	Durie	32	5	0	5.1	195	7/27/1981	Mississauga, ON	York	9	9	9
2043	NULL	10	0	Pearce	Akpata	1	2	0	6	215	7/15/1983	Vancouver, BC	York	0	0	4
2045	184706	10	92588	Corey	Jenkins	19	13	1	6.01	228	8/25/1976	Columbia, SC	South Carolina	1	1	4
2047	NULL	10	0	Kai	Parham	49	13	1	6.03	247	3/15/1984	Berkeley, CA	Virginia	1	1	4
2049	160595	10	133414	Derham	Cato	92	15	1	6.04	295	7/28/1982	Charlotte, NC	Dartmouth	1	1	4
2051	65986	10	113289	Byron	Parker	20	10	1	6	220	3/7/1981	Madisonville, KY	Tulane	1	9	3
2053	NULL	10	0	Josh	Buhl	48	13	1	6	212	5/4/1981	Mesquite, TX	Kansas State	1	1	4
2055	214266	10	131483	Brandon	Ala	92	21	1	6.03	267	1/23/1984	Waianae, HI	Washington	2	1	4
2057	25716	10	79502	Mike	McMahon	12	1	1	6.02	210	2/8/1979	Pittsburgh, PA	Rutgers	1	1	4
2059	NULL	10	0	Kody	Bliss	38	16	1	5.1	173	2/21/1985	Enid, OK	Auburn	1	1	4
2061	NULL	10	0	Eugene	Baker	80	4	1	6.01	167	3/18/1976	Monroeville, PA	Kent State	1	1	4
2063	161176	10	102431	Todd	Devoe	83	4	1	6.01	210	4/5/1980	Ft. Lauderdale, FL	Central Missouri State	1	1	4
2065	NULL	10	0	Joshua	Tinch	0	4	0	6.03	223	8/8/1982	Albany, GA	Louisville	1	1	4
2067	NULL	30	0	Jarrett	Payton	33	2	1	6	220	12/26/1980	Chicago, IL	Miami (FL)	2	2	4
2069	143938	10	129742	Brian	Bratton	85	4	1	5.1	185	7/31/1982	Wheeling, WV	Furman	6	6	3
2071	NULL	10	0	Tres	Moses	0	4	1	5.09	186	10/18/1982	Delray Beach, FL	Rutgers	1	1	4
2073	NULL	10	0	Kendall	Newson	8	4	1	6.01	195	3/5/1980	Decatur, Georgia	Middle Tennessee State	1	1	4
2075	NULL	10	0	Jovan	Witherspoon	88	4	1	6.03	212	8/13/1981	Fort Wayne, Indiana	Central Michigan	1	1	4
2077	NULL	10	0	Andrew	Battle	0	14	1	6.04	235	7/21/1981	Allentown, PA	Indiana-Penn	1	1	4
2079	NULL	10	0	Isaiah	Dottin-Carter	37	13	1	6.02	205	1/16/1984	Somerville, MA	James Madison	1	1	4
2081	NULL	10	0	Taylor	Stubblefield	89	4	1	6.01	182	1/21/1982	Yakima, Washington	Purdue	2	2	4
2083	385971	NULL	126061	Ryan	Lucas	94	15	0	6.06	282	10/23/1984	Vancouver, BC	Western Washington	3	6	15
2085	NULL	10	0	Kevin	Winston	0	14	1	6.03	230	10/17/1984	Beltville, MD	James Madison	1	1	4
2087	146593	10	88238	Timmy	Chang	17	1	1	6.02	207	10/9/1981	Honolulu, HI	Hawaii	1	2	3
2089	NULL	10	0	Vernell	Brown	0	10	1	5.08	165	12/10/1982	Gainesville, FL	Florida	1	1	4
2091	215368	10	134154	Jo Jo	Walker	77	4	1	5.09	169	1/6/1983	Midland, TX	Maryland	3	3	3
2093	161575	10	133785	Sir James	Delgardo	21	11	1	5.11	180	10/21/1982	Seattle, Washington	Texas-El Paso	1	1	4
2095	25621	10	98297	Quinton	Caver	91	14	1	6.04	241	8/22/1978	Anniston, Alabama	Arkansas	1	1	4
2097	NULL	10	0	Quince	Holman	96	21	1	6.04	270	1/21/1983	Woodbridge, Illinois	Northern Illinois	1	1	4
2099	NULL	10	0	Terrence	Wood	26	11	1	5.1	180	5/21/1979	San Francisco, California	Colorado	1	1	4
2101	386050	10	131504	Bruce	Perry	1	2	1	5.1	200	3/22/1981	NULL	Maryland	1	1	4
2103	116714	10	119453	Kliff	Kingsbury	16	1	1	6.03	220	8/9/1979	San Antonio, TX	Texas Tech	1	1	4
2105	NULL	30	0	A	A	0	1	0	NULL	0	NULL	NULL	NULL	0	0	4
2107	597301	10	158255	Mathieu	Boulay	77	3	0	6.02	250	11/23/1987	Montreal, QC	Bishop's	2	2	3
2109	NULL	10	0	Woodly	Telfort	59	8	1	6,06	324	10/10/1982	Miami, Florida	Northwestern State	1	1	4
2111	NULL	10	0	Henry	Tellis	0	8	1	6,05	315	12/15/1980	Montgomery, Alabama	Troy	1	1	4
2113	NULL	10	0	DeRodick ?Keyon?	Nash	42	11	1	6.03	215	3/11/1979	Colquitt, Georgia	Albany State	1	1	4
2115	230852	10	135430	Josh	Bean	43	13	0	6.01	230	11/10/1982	Calgary, AB	Boise State	1	1	3
2117	NULL	10	0	Matt	Hale	0	1	0	6.05	221	4/28/1984	Windsor, ON	Syracuse	0	0	4
2119	NULL	30	0	k	c	0	4	0	5.08	178	5/4/1982	Montreal, QC	Boston College	0	0	4
2121	246419	10	110856	Eric	Taylor	79	21	1	6.02	309	12/14/1981	Winchester, TN	Memphis	1	8	3
2123	NULL	10	0	James	Judges	0	14	0	6.06	247	10/27/1983	Scarborough, ON	Buffalo	1	1	4
2125	NULL	10	0	Mike	Gyetvai	3	8	0	6.07	307	5/15/1984	LaSalle, ON	Michigan State	0	0	4
2127	144334	10	136099	Khari	Long	92	14	1	6.04	265	5/23/1982	Wichita Falls, TN	Baylor	1	2	3
2129	337194	NULL	135437	Donovan	Alexander	4	11	0	6	182	4/3/1985	Winnipeg, MB	North Dakota	1	7	3
2131	NULL	10	0	Reggie	Bradshaw	46	2	0	6	216	3/4/1984	New Westminster, BC	Montana	1	1	3
2133	247186	3	135442	Calvin	McCarty	31	3	0	5.1	215	11/2/1984	Muskogee, OK	Western Washington	9	9	3
2135	NULL	10	0	Eugene	Boakye	0	13	0	6.04	234	9/20/1984	Accra, Ghana	McMaster	1	1	4
2137	NULL	10	0	Richard	Yalowsky	0	8	0	6.05	295	8/27/1980	Coquitlam, BC	Calgary	1	1	4
2139	NULL	10	0	Randy	McAuley	0	2	0	5.11	195	NULL	NULL	Western Ontario	0	0	4
2141	NULL	10	0	Brian	Jones	64	9	0	6.01	280	4/26/1983	LaSalle, ON	Windsor	1	1	4
2143	385939	10	135427	Darryl	Conrad	68	9	0	6.03	312	7/8/1984	Winnipeg, MB	Manitoba	2	2	3
2145	NULL	NULL	0	Pat	MacDonald	0	14	0	6.02	247	NULL	Oakville, ON	Alberta	0	0	NULL
2147	NULL	10	0	Ryan	Ackerman	0	9	0	6.03	295	8/9/1985	Regina	Regina	1	1	4
2149	NULL	12	NULL	Callan	Exeter	2	11	0	6.02	187	3/13/1985	Ajax, ON	Mount Allison	1	1	3
2151	NULL	10	0	Sean	Simms	91	21	0	6.05	275	5/22/1982	Etobicoke, ON	York	1	1	4
2153	NULL	10	0	Hazlett	Ian	0	13	0	6.02	220	NULL	Sault Ste. Marie, ON	Queens	0	0	4
2155	NULL	10	0	Kyle	Kirkwood	65	9	0	6.05	281	3/10/1987	Sudbury, ON	Ottawa	1	1	4
2157	NULL	10	0	Michael	Goncalves	49	14	0	6	245	11/6/1981	Toronto, ON	Toronto	1	1	4
2159	NULL	10	0	Braden	Smith	87	4	0	6.05	205	11/30/1985	Nanoose Bay, BC	UBC	1	1	4
2161	NULL	10	0	Nic	Edgson	0	13	0	6.01	220	NULL	West Vancouver, BC	Idaho State	0	0	4
2163	386725	NULL	135523	Terriss	Paliwoda	61	9	0	6.04	301	5/26/1984	Edmonton, AB	Edmonton Wildcats	1	1	NULL
2165	NULL	10	0	Robert	Chase	0	4	1	6.04	210	10/15/1983	Irving, TX	Southern Methodist	1	1	4
2167	NULL	10	0	Chris	Mizell	17	3	1	6.04	250	2/2/1985	New York, NY	Pennsylvania	1	1	4
2169	NULL	10	0	Ryan	Jeffrey	0	8	0	6.03	275	8/7/1981	Lyn, ON	Wilfrid Laurier	1	1	4
2171	NULL	10	0	Jason	Russell	66	9	1	6.06	300	7/23/1982	Hilliard, AK	Central Arkansas	1	1	4
2173	NULL	10	0	Matt	Roth	61	9	1	6.06	305	11/22/1984	Buffalo, NY	St. John Fisher	1	1	4
2175	NULL	10	0	Ryan	Cubit	14	1	1	6.02	210	11/7/1982	Philadelphia, PA	Western Michigan	1	1	4
2177	246014	4	134149	Tearrius	George	93	21	1	6.04	277	12/3/1982	Fayetteville, NC	Kansas State	5	8	3
2179	236670	10	77558	Ken	Simonton	24	2	1	5.07	202	6/7/1979	Pittsburg, CA	Oregon State	1	1	4
2181	NULL	10	0	Michael	Brown	44	13	1	5.1	220	1/16/1980	Louisville, KY	Louisville	1	1	4
2183	NULL	10	0	Eugene	Kwarteng	79	21	1	6.03	250	11/25/1983	Accra, Ghana	Louisiana-Lafayette	1	1	4
2185	386125	10	115493	Chad	Friehauf	16	1	1	6.06	220	8/31/1983	Brush, CO	Colorado School of Mines	1	1	4
2187	NULL	10	0	Ricky	Williams	26	11	1	5.1	193	10/26/1983	St. Petersburg, FL	Bethune-Cookman	1	1	4
2189	NULL	10	0	Ahmad	Treaudo	31	11	1	5.11	187	4/15/1982	New Orleans, LA	Southern	1	1	4
2191	386672	2	134689	Rob	Cote	26	2	0	6.01	225	7/5/1986	Calgary, AB	Victoria Rebels	9	9	3
2193	24770	10	49469	Akili	Smith	17	1	1	6.03	220	8/21/1975	San Diego, CA	Oregon	1	1	4
2195	NULL	10	0	Alonzo	Jackson	97	21	1	6.04	255	9/15/1980	Americus, GA	Florida State	0	0	4
2197	213997	10	132303	Brandon	Browner	27	11	1	6.03	210	8/2/1984	Pacoima, CA	Oregon State	4	4	3
2199	NULL	10	0	Tim	Smith	0	3	0	6	235	6/5/1984	Ottawa, ON	Simon Fraser	1	1	4
2201	NULL	10	0	William	Mayfield	30	4	1	6.02	220	5/6/1984	Durham, North Carolina	Appalachian State	1	1	4
2203	NULL	10	0	Ernest	Shazor	0	11	1	6.04	235	7/4/1983	Detroit, Michigan	Michigan	1	1	4
2205	NULL	10	0	Ladaris	Vann	3	4	1	5.1	200	10/10/1980	Ft. Pierce, FL	Cincinnati	1	1	4
2207	NULL	10	0	Keith	Flanagan	89	4	1	6.03	193	1/27/1984	Dallas, TX	Midwestern State	1	1	4
2209	176761	10	135258	Anthony	Gargiulo	92	21	1	6.03	250	11/20/1984	Hackensack, NJ	Dartmouth	2	2	4
2211	NULL	10	0	Chris	White	91	21	1	6.03	272	5/16/1985	Bakersfield, CA	Cal Poly	0	0	3
2213	81155	10	106646	LaVar	Glover	38	11	1	5.1	177	12/17/1978	Dayton, OH	Cincinnati	1	6	3
2215	NULL	10	0	Ronald	Ringgold	45	13	1	6.03	193	6/11/1984	Baltimore, MD	McDaniel College	1	1	4
2217	386685	65	135417	Justin	Phillips	44	21	0	6.03	236	4/24/1985	Ottawa, ON	Wilfrid Laurier	8	8	9
2219	NULL	10	0	Matt	Bohnet	15	1	1	6.03	235	10/17/1982	Lansing, MI	Eastern Michigan	1	1	4
2221	NULL	10	0	Charlston	Gray	64	7	1	6.03	295	11/18/1984	Fort Worth, TX	North Carolina	1	1	4
2223	NULL	10	0	Tramain	Hall 	0	4	1	5.09	185	12/14/1981	Boyton Beach, FL	North Carolina State	1	1	4
2225	NULL	10	0	Jamar	Landrom	0	11	1	6.02	208	2/16/1984	Pontiac, MI	Tennessee State	1	1	4
2227	217327	10	135272	David	Heard	28	11	1	5.11	188	2/13/1984	Seoul, South Korea	Mississippi State	1	1	4
2229	229011	10	134761	Dre	Dokes	3	11	1	5.09	170	12/24/1984	Springfield, MO	Northern Iowa	1	1	4
