74	1161	2006	4	26	3		Brown	Andrew	LB	Lafayette College			2013-05-09 11:40:48
75	1143	2006	4	27	2		Clayton	Riley	G	Manitoba			2013-05-09 11:41:18
76	1135	2006	4	28	6		Sutherland	Chris	T	Saskatchewan			2013-05-09 11:41:58
77	1269	2006	4	29	4		Hogarth	Peter	G	McMaster			2013-05-09 11:42:27
78	1257	2006	4	30	2		Commissiong	Gerald	FB	Stanford			2013-05-09 11:42:44
79	6057	2006	4	31	7		Cetoute	Obed	SB	Central Michigan			2013-05-09 11:46:13
80	1105	2006	4	32	9		Birungi	Ivan	WR	Acadia			2013-05-09 11:46:26
81	4267	2006	4	33	9		Davis	Adrian	DT	Marshall			2013-05-09 11:46:39
82	1153	2006	4	34	3		Abraham	Jean-Philippe	LB	Laval			2013-05-09 11:48:12
83	1225	2006	5	35	6		Roberts	Michael	DB	Ohio State			2013-05-09 11:48:56
84	1121	2006	5	36	5		Stevens	David	RB	Saskatchewan			2013-05-09 11:49:08
85	1165	2006	5	37	4		Alexander	Jesse	LB	Wilfrid Laurier			2013-05-09 11:49:30
86	1137	2006	5	38	2		Armstrong	Derek	T	St. Francis Xavier			2013-05-09 11:50:47
87	875	2006	5	39	7		Ramsay	Brian	T	New Mexico			2013-05-09 11:51:21
88	1115	2006	5	40	1		Lindstrom	Mike	SB	British Columbia			2013-05-09 11:52:35
89	6059	2006	5	41	9		Wright	Joel	S	Wilfrid Laurier			2013-05-09 11:55:34
90	1129	2006	5	42	3		Bisaillon	Nicolas	RB	Laval			2013-05-09 11:56:08
91	1259	2006	6	43	9		Desriveaux	Danny	SB	Richmond			2013-05-09 11:56:26
92	1271	2006	6	44	2		Knights	Andre	S	Saint Mary's			2013-05-09 11:56:55
93	1273	2006	6	45	4		Hughes	Stephen	RB	Calgary			2013-05-09 11:58:12
94	1159	2006	6	46	2		Trepanier	Marc	LB	Montreal			2013-05-09 11:59:08
95	1261	2006	6	47	7		Dawson	Clifton	RB	Harvard			2013-05-09 11:59:19
96	1235	2006	6	48	1		Ward	Jason	DE	Connecticut			2013-05-09 12:00:03
97	1181	2006	6	49	5		Ross	Dexter	DE	Minot State			2013-05-09 12:00:44
98	1275	2006	6	50	3		Longchamps	Greig	G	Montreal			2013-05-09 12:02:06
99	6061	2005	1	1	2		Robede	Miguel	DT	Laval			2013-05-09 12:06:52
100	849	2005	1	2	8		Yeow	Cam	LB	Akron			2013-05-09 12:07:04
101	6063	2005	1	3	4		O'Meara	Matt	G	McMaster			2013-05-09 12:10:24
102	2239	2005	1	4	4		Best	Chris	G	Duke			2013-05-09 12:10:50
103	853	2005	1	5	9		Proulx	Matthieu	S	Laval			2013-05-09 12:11:02
104	3679	2005	1	6	6		Lumsden	Jesse	RB	McMaster			2013-05-09 12:11:22
105	855	2005	1	7	4		Hoffart	Nathan	SB	Saskatchewan			2013-05-09 12:11:41
106	6065	2005	1	8	1		Bwenge	Alexis	FB	Kentucky			2013-05-09 12:13:39
107	6067	2005	1	9	7		Kaczur	Nick	T	Toledo			2013-05-09 12:15:26
108	859	2005	2	10	2		Ellis	Godfrey	G	Acadia			2013-05-09 12:15:52
109	6069	2005	2	11	7		Fontaine	Raymond	LB	Kentucky			2013-05-09 12:19:58
110	863	2005	2	12	9		Piercy	Jeff	FB	Saskatchewan			2013-05-09 12:20:18
111	1603	2005	2	13	9		Whitfield	Thomas	CB	Syracuse			2013-05-09 12:20:45
112	867	2005	2	14	7		Audet	Philippe	DE	Laval			2013-05-09 12:21:18
113	869	2005	2	15	6		Filice	Fabio	G	McMaster			2013-05-09 12:21:37
114	871	2005	2	16	9		Gauthier	Phillip	LB	Laval			2013-05-09 12:22:24
115	6073	2005	2	17	1		Tremblay	Pierre	T	Laval			2013-05-09 12:25:55
116	2701	2005	2	18	7		Keeping	Jeff	C	Western			2013-05-09 12:26:21
117	6077	2005	3	19	2		Comiskey	John	C	Windsor			2013-05-09 12:29:15
118	1305	2005	3	20	8		Mullings	Les	FB	Saint Mary's			2013-05-09 12:30:01
119	879	2005	3	21	4		Kudu	Matt	DT	Eastern Michigan			2013-05-09 12:30:24
120	881	2005	3	22	3		O'Neill	Tim	C	Calgary			2013-05-09 12:31:12
121	6079	2005	3	23	6		Brochu	Francois	LS	Boston College			2013-05-09 12:33:09
122	883	2005	3	24	9		Cabral	Victor	DT	Georgia Southern			2013-05-09 12:33:21
123	885	2005	3	25	1		Lowry	David	LB	Alberta			2013-05-09 12:36:43
124	1091	2005	3	26	1		Pierre-Louis	Patrick	LS	UCLA			2013-05-09 12:37:17
125	857	2005	4	27	2		Jukes	Kyler	T	Regina			2013-05-09 12:37:49
126	861	2005	4	28	8		Hathaway	Cory	FB	Tulsa			2013-05-09 12:38:26
127	865	2005	4	29	5		Mennie	Scott	LB	Manitoba			2013-05-09 12:39:19
128	6081	2005	4	30	4		Gagnon-Gordillo	Jean-Olivier	DE	Eastern Michigan			2013-05-09 12:42:51
129	6083	2005	4	31	3		Posteraro	Anthony	K	Graceland			2013-05-09 12:45:47
130	2291	2005	4	32	6		Steeves	Jeremy	S	St. Francis Xavier			2013-05-09 12:46:13
131	6085	2005	4	33	9		Ray	Michael	K/P	McMaster			2013-05-09 12:48:41
132	6087	2005	4	34	1		Clovis	Sebastian	S	Saint Mary's			2013-05-09 12:50:52
133	889	2005	4	35	7		Smith	Tye	T	Manitoba			2013-05-09 12:53:40
134	1483	2005	5	36	2		Hewson	David	LB	Manitoba			2013-05-09 12:54:12
135	891	2005	5	37	8		Baird	Adrian	DE	Ottawa			2013-05-09 12:54:24
136	887	2005	5	38	5		Lapostolle	Martin	G	Indiana			2013-05-09 12:54:59
137	893	2005	5	39	4		Cherniawski	Dustin	S	British Columbia			2013-05-09 12:55:40
138	897	2005	5	40	3		Leblanc	Robert	SB	McGill			2013-05-09 12:56:39
139	899	2005	5	41	6		Fleming	Iain	SB	Queen's			2013-05-09 12:56:51
140	895	2005	5	42	9		Hundeby	Curt	G	Saskatchewan			2013-05-09 12:58:58
141	573	2005	5	43	1		Bassi	Nuvraj	DT	Oregon			2013-05-09 13:00:30
142	903	2005	5	44	7		Crawford	Bryan	FB	Queen's			2013-05-09 13:00:46
143	905	2005	6	45	2		Ralph	Brett	WR	Alberta			2013-05-09 13:01:05
144	6089	2005	6	46	8		Semajuste	Lenard	FB	Adams State			2013-05-09 13:07:26
145	1383	2005	6	47	5		Bisson	Ryan	G	Northwood			2013-05-09 13:08:15
146	907	2005	6	48	4		Gottselig	Ryan	DE	Saskatchewan			2013-05-09 13:08:52
147	909	2005	6	49	9		Eckert	Adam	SB	Dickinson State			2013-05-09 13:09:32
148	6091	2005	6	50	6		Paopao	Andrew	DE	San Jose State			2013-05-09 13:12:37
149	6093	2005	6	51	9		Manigat	Olivier	G	Columbia			2013-05-09 13:17:00
150	1631	2005	6	52	1		Ortmanns	Karl	G	Acadia			2013-05-09 13:18:05
151	911	2005	6	53	7		Forde	Ian	WR	Waterloo 			2013-05-09 13:19:34
152	991	2004	1	1	6		Smith	Wayne	G	Appalachian State			2013-05-09 13:20:10
153	723	2004	1	2	8		Khan	Obby	C	Simon Fraser			2013-05-09 13:21:31
154	1027	2004	1	3	8		Azzi	David	WR	Ottawa			2013-05-09 13:21:52
155	725	2004	1	4	7		Moroz	Mark	T	Wake Forest			2013-05-09 13:22:06
156	6095	2004	1	5	1		Atogwe	O.J.	S	Stanford			2013-05-09 13:23:51
157	6097	2004	1	6	4		Augustin	Ducarmel	FB	Villanova			2013-05-09 13:26:41
158	6099	2004	1	7	7		Tremblay	Jean-Fredric	WR	Laval			2013-05-09 13:29:43
159	0	2004	1	8	9		Kashama	Alain	DL	Michigan	NULL	NULL	0000-00-00 00:00:00
160	0	2004	1	9	3		Sanghera	Amarpreet	OL	British Columbia	NULL	NULL	0000-00-00 00:00:00
161	0	2004	2	10	3		Lezi	Gilles	FB	Northwestern	NULL	NULL	0000-00-00 00:00:00
162	0	2004	2	11	2		Lymem	Tyler	DL	Calgary	NULL	NULL	0000-00-00 00:00:00
163	0	2004	2	12	8		Leibl-Cote	Christian	OL	New Hampsphire	NULL	NULL	0000-00-00 00:00:00
164	0	2004	2	13	1		McKay-Loescher	Nautyn	DE	Alabama	NULL	NULL	0000-00-00 00:00:00
165	735	2004	2	14	6		Hage	Marwan	C	Colorado			2013-05-09 13:30:28
166	0	2004	2	15	9		Jeffrey	Ryan	OL	Wilfrid Laurier	NULL	NULL	0000-00-00 00:00:00
167	0	2004	2	16	2		Masson	Pascal	DB	Laval	NULL	NULL	0000-00-00 00:00:00
168	0	2004	2	17	3		McLane	Rhett	OL	Saskatchewan	NULL	NULL	0000-00-00 00:00:00
169	0	2004	3	18	6		Kent	Sean	OL	Regina	NULL	NULL	0000-00-00 00:00:00
170	0	2004	3	19	2		Taylor	Jason	DE	British Columbia	NULL	NULL	0000-00-00 00:00:00
171	0	2004	3	20	8		Suisham	Shaun	K	Bowling Green	NULL	NULL	0000-00-00 00:00:00
172	2471	2004	3	21	9		Bourke	Josh	T	Grand Valley State			2013-05-09 13:31:39
173	0	2004	3	22	1		Plummer	Scott	DB	Simon Fraser	NULL	NULL	0000-00-00 00:00:00
174	0	2004	3	23	4		Spencer-Robinson	Walter	DB	Indianapolis	NULL	NULL	0000-00-00 00:00:00
175	0	2004	3	24	5		Ryan	Jonathan	WR/K	Regina	NULL	NULL	0000-00-00 00:00:00
176	0	2004	3	25	9		Wilson	O'Neil	WR	Connecticut	NULL	NULL	0000-00-00 00:00:00
177	0	2004	3	26	3		Nowacki	Andrew	WR	Murray State	NULL	NULL	0000-00-00 00:00:00
178	0	2004	4	27	6		Healey	Connor	DB	Wilfrid Laurier	NULL	NULL	0000-00-00 00:00:00
179	0	2004	4	28	2		Forgione	Anthony	OL	York	NULL	NULL	0000-00-00 00:00:00
180	0	2004	4	29	8		Ladouceur	L.P.	DT	California	NULL	NULL	0000-00-00 00:00:00
181	0	2004	4	30	7		Hoffman	Frank	DL	York	NULL	NULL	0000-00-00 00:00:00
182	4541	2004	4	31	4		Mullinder	Luc	DE	Michigan State			2013-05-09 13:32:09
183	0	2004	4	32	4		Strong	Ryan	OL	Wayne State	NULL	NULL	0000-00-00 00:00:00
184	0	2004	4	33	5		McKinlay	Neil	LB	Simon Fraser	NULL	NULL	0000-00-00 00:00:00
185	0	2004	4	34	9		Hage	Rudy	DE	Concordia	NULL	NULL	0000-00-00 00:00:00
186	755	2004	4	35	3		Rempel	Chad	WR	Saskatchewan			2013-05-09 13:32:43
187	0	2004	5	36	6		Mason	Anthony	OL	Guelph	NULL	NULL	0000-00-00 00:00:00
188	0	2004	5	37	2		Simmerling	Christian	DB	Saint Mary's	NULL	NULL	0000-00-00 00:00:00
189	0	2004	5	38	8		Kirk	Matt	DL	Queen's	NULL	NULL	0000-00-00 00:00:00
190	0	2004	5	39	7		Mahoney	Mike	LB	McGill	NULL	NULL	0000-00-00 00:00:00
191	0	2004	5	40	1		Cunningham	Troy	DE	Concordia	NULL	NULL	0000-00-00 00:00:00
192	0	2004	5	41	4		Zimmer	Craig	LB	Regina	NULL	NULL	0000-00-00 00:00:00
193	0	2004	5	42	2		Mitchell	Marc	LB	Queen's	NULL	NULL	0000-00-00 00:00:00
194	0	2004	5	43	5		Folk	Ryan	LB	Calgary	NULL	NULL	0000-00-00 00:00:00
195	0	2004	5	44	3		Gagnon	Martin	DB	Laval	NULL	NULL	0000-00-00 00:00:00
196	0	2004	6	45	6		Shakell	Justin	DL	Wilfrid Laurier	NULL	NULL	0000-00-00 00:00:00
197	0	2004	6	46	2		Gallant	Andrew	SB	St. Francis Xavier	NULL	NULL	0000-00-00 00:00:00
198	0	2004	6	47	8		Heffernan	Christian	SB	Western Ontario	NULL	NULL	0000-00-00 00:00:00
199	0	2004	6	48	7		Mahoney	Brandan	WR	Simon Fraser	NULL	NULL	0000-00-00 00:00:00
200	0	2004	6	49	1		Palmer	Billy	TE	Notre Dame	NULL	NULL	0000-00-00 00:00:00
201	0	2004	6	50	9		White	Landon	DB	Alberta	NULL	NULL	0000-00-00 00:00:00
202	0	2004	6	51	5		Sullivan	John	S	Waterloo 	NULL	NULL	0000-00-00 00:00:00
203	0	2004	6	52	9		Frake	Steven	DB	Wilfrid Laurier	NULL	NULL	0000-00-00 00:00:00
204	0	2004	6	53	3		Thorne	David	OL	Mount Allison	NULL	NULL	0000-00-00 00:00:00
205	2435	2003	1	1	2		Morley	Steve	G	Saint Mary's			2013-05-09 13:34:01
206	0	2003	1	2	2		McGrath	Joe	OT	Miami (Florida)	NULL	NULL	0000-00-00 00:00:00
207	0	2003	1	3	6		Radlein	Julian	RB	British Columbia	NULL	NULL	0000-00-00 00:00:00
208	0	2003	1	4	3		Casseus	Emmanuel	LB	Michigan	NULL	NULL	0000-00-00 00:00:00
209	0	2003	1	5	2		Lysack	Wes	DB	Manitoba	NULL	NULL	0000-00-00 00:00:00
210	603	2003	1	6	1		Jackson	Paris	WR	Utah			2013-05-09 13:34:36
211	605	2003	1	7	2		Calixte	Marc	LB	Tennessee-Martin			2013-05-09 13:34:46
212	0	2003	1	8	3		Spencer	Randy	DT	Weber State	NULL	NULL	0000-00-00 00:00:00
213	0	2003	1	9	9		Noel	Andrew	WR	Acadia	NULL	NULL	0000-00-00 00:00:00
214	0	2003	2	10	3		Aidoo	Kojo	FB	McMaster	NULL	NULL	0000-00-00 00:00:00
215	0	2003	2	11	2		Robertson	Taylor	OL	Central Florida	NULL	NULL	0000-00-00 00:00:00
216	0	2003	2	12	2		Sciortino	Sandro	K	Boston College	NULL	NULL	0000-00-00 00:00:00
217	0	2003	2	13	8		Kine	Trevor	OT	New Mexico State	NULL	NULL	0000-00-00 00:00:00
218	0	2003	2	14	9		Karikari	Richard	CB	St. Francis Xavier	NULL	NULL	0000-00-00 00:00:00
219	0	2003	2	15	1		Glatt	Javier	LB	British Columbia	NULL	NULL	0000-00-00 00:00:00
220	0	2003	2	16	8		Hobson	Louis	DL	Stanford	NULL	NULL	0000-00-00 00:00:00
221	0	2003	2	17	8		Idonije	Israel	DE	Manitoba	NULL	NULL	0000-00-00 00:00:00
222	0	2003	2	18	9		Carter	Kerry	RB	Stanford	NULL	NULL	0000-00-00 00:00:00
223	617	2003	3	19	8		Kabongo	Patrick	G	Nebraska			2013-05-09 13:35:52
224	0	2003	3	20	3		Whitehouse	Dounia	CB	Charleston Southern	NULL	NULL	0000-00-00 00:00:00
225	3233	2003	3	21	6		Scott	Kevin	LS	California (Pa.)			2013-05-09 13:36:22
226	0	2003	3	22	5		Krenbring	Todd	OL	Regina	NULL	NULL	0000-00-00 00:00:00
227	619	2003	3	23	4		McCullough	Mike	LB	St. Francis Xavier			2013-05-09 13:36:44
228	0	2003	3	24	1		Gourgues	Carl	OL	Laval	NULL	NULL	0000-00-00 00:00:00
229	0	2003	3	25	2		Labinjo	Mike	DL	Michigan State	NULL	NULL	0000-00-00 00:00:00
230	0	2003	3	26	3		Bonaventura	Joseph	LB	Saint Mary's	NULL	NULL	0000-00-00 00:00:00
231	0	2003	3	27	9		Brandt	Mat	TE	Miami (Ohio)	NULL	NULL	0000-00-00 00:00:00
232	0	2003	4	28	7		Mariuz	Ray	LB	McMaster	NULL	NULL	0000-00-00 00:00:00
233	0	2003	4	29	2		Probherbs	Hassan	WR	Portland State	NULL	NULL	0000-00-00 00:00:00
234	0	2003	4	30	6		Barrenechea	Agustin	LB	Calgary	NULL	NULL	0000-00-00 00:00:00
235	0	2003	4	31	4		Merrick	Jim	OG	McGill	NULL	NULL	0000-00-00 00:00:00
236	0	2003	4	32	5		Roy	Sebastian	LB	Mount Allison	NULL	NULL	0000-00-00 00:00:00
237	0	2003	4	33	5		Shelswell	Ian	DL	Stanford	NULL	NULL	0000-00-00 00:00:00
238	0	2003	4	34	3		Ram	Larry	OL	Florida A&M	NULL	NULL	0000-00-00 00:00:00
239	0	2003	4	35	9		Archer	Paul	OL	Saint Mary's	NULL	NULL	0000-00-00 00:00:00
240	631	2003	5	36	8		Parenteau	Marc	G	Boston College			2013-05-09 13:37:34
241	0	2003	5	37	2		Machan	Blake	SB	Calgary	NULL	NULL	0000-00-00 00:00:00
242	0	2003	5	38	6		Kasouf	Davod	WR	Holy Cross	NULL	NULL	0000-00-00 00:00:00
243	0	2003	5	39	7		Fury	Derik	LB	Mount Allison	NULL	NULL	0000-00-00 00:00:00
244	0	2003	5	40	4		Thomas	Mike	WR	Regina	NULL	NULL	0000-00-00 00:00:00
245	0	2003	5	41	1		Hoffman	Nicholas	FB	McGill	NULL	NULL	0000-00-00 00:00:00
246	0	2003	5	42	5		Olynick	Cory	WR	Regina	NULL	NULL	0000-00-00 00:00:00
247	0	2003	5	43	2		Arnold	Travis	OL	Manitoba	NULL	NULL	0000-00-00 00:00:00
248	635	2003	5	44	9		Bertrand	Mathieu	FB	Laval			2013-05-09 13:37:58
249	0	2003	6	45	8		Seely	Todd	LB	Ottawa	NULL	NULL	0000-00-00 00:00:00
250	0	2003	6	46	2		Schafer	Greg	OT	British Columbia	NULL	NULL	0000-00-00 00:00:00
251	0	2003	6	47	6		Hakim	Erico-Olivier	FB	Saint Mary's	NULL	NULL	0000-00-00 00:00:00
252	0	2003	6	48	7		Palmer	Micheal	WR	Guelph	NULL	NULL	0000-00-00 00:00:00
253	0	2003	6	49	4		Olenick	Adrian	OL	Saskatchewan	NULL	NULL	0000-00-00 00:00:00
254	639	2003	6	50	9		Stala	Dave	SB	Saint Mary's			2013-05-09 13:38:40
255	0	2003	6	51	9		Botterill	Mike	LB	McMaster	NULL	NULL	0000-00-00 00:00:00
256	0	2003	6	52	3		Ormejuste	Didier	DL	Toledo	NULL	NULL	0000-00-00 00:00:00
257	0	2003	6	53	9		Becker	Ed	K	Wilfrid Laurier	NULL	NULL	0000-00-00 00:00:00
258	0	2002	1	1	8		Gauthier	Alexandre	OL	Laval	NULL	NULL	0000-00-00 00:00:00
259	0	2002	1	2	8		Vilmek	Mike	RB	Simon Fraser	NULL	NULL	0000-00-00 00:00:00
260	0	2002	1	3	7		Annett	Cory	OL	Eastern Michigan	NULL	NULL	0000-00-00 00:00:00
261	533	2002	1	4	1		Clermont	Jason	SB	Regina			2013-05-09 13:39:08
262	0	2002	1	5	9		Dorvelus	Patrick	CB	Hofstra	NULL	NULL	0000-00-00 00:00:00
263	0	2002	1	6	1		Cheng	Patrick	DL	Simon Fraser	NULL	NULL	0000-00-00 00:00:00
264	0	2002	1	7	6		Macdonald	John	DL	McGill	NULL	NULL	0000-00-00 00:00:00
265	0	2002	1	8	2		Oosterhuis	Jon	DE	New Hampsphire	NULL	NULL	0000-00-00 00:00:00
266	0	2002	1	9	2		Nugen	Brian	WR	York	NULL	NULL	0000-00-00 00:00:00
267	0	2002	2	10	8		Owchar	D.J.	DL	Bowling Green	NULL	NULL	0000-00-00 00:00:00
268	0	2002	2	11	8		Fleming	Pat	P	Bowling Green	NULL	NULL	0000-00-00 00:00:00
269	0	2002	2	12	9		Haji-Rasouli	Sherko	OL	Miami	NULL	NULL	0000-00-00 00:00:00
270	0	2002	2	13	8		Ralph	Brock	WR	Wyoming	NULL	NULL	0000-00-00 00:00:00
271	0	2002	2	14	2		Dubuc	Deitan	TE	Michigan	NULL	NULL	0000-00-00 00:00:00
272	0	2002	2	15	4		Boulianne	Francois	OL	Laval	NULL	NULL	0000-00-00 00:00:00
273	0	2002	2	16	6		Robertson	Jake	OL	Simon Fraser	NULL	NULL	0000-00-00 00:00:00
274	0	2002	2	17	1		Romberg	Brett	OL	Miami	NULL	NULL	0000-00-00 00:00:00
275	0	2002	2	18	2		Gordon	Scott	DB	Ottawa	NULL	NULL	0000-00-00 00:00:00
276	0	2002	3	19	8		Lawrence	Kevin	RB	Northwestern	NULL	NULL	0000-00-00 00:00:00
277	0	2002	3	20	4		Thibeault	Patrick	SB	Saint Mary's	NULL	NULL	0000-00-00 00:00:00
278	0	2002	3	21	7		Tremblay	Robin	DE	Houston	NULL	NULL	0000-00-00 00:00:00
279	0	2002	3	22	1		Gayton	Chris	LB	Kentucky	NULL	NULL	0000-00-00 00:00:00
280	0	2002	3	23	9		Jansen	Josh	LB	Occidental College	NULL	NULL	0000-00-00 00:00:00
281	1551	2002	3	24	3		Diedrick	Dahrran	RB	Nebraska			2013-05-09 13:39:57
282	0	2002	3	25	6		Borden	Doug	DL	Saint Mary's	NULL	NULL	0000-00-00 00:00:00
283	0	2002	3	26	5		Shaver	Micheal	FB	Ottawa	NULL	NULL	0000-00-00 00:00:00
284	0	2002	3	27	2		Seitz	Reid	WR	Northern Iowa	NULL	NULL	0000-00-00 00:00:00
285	0	2002	4	28	7		Stewart	Rob	DT	Manitoba	NULL	NULL	0000-00-00 00:00:00
286	0	2002	4	29	4		Edwards	Darnell	CB	Manitoba	NULL	NULL	0000-00-00 00:00:00
287	0	2002	4	30	7		Sanschagrin	Alexis	DB	Western Ontario	NULL	NULL	0000-00-00 00:00:00
